"";"classe 1";"classe 2";"classe 3"
"distress";-2,727;7,189;-0,893
"distinct";-2,727;0,022;3,244
"distillation";3,301;-1,252;-0,893
"distant";0,437;-1,252;0,183
"disposal";0,437;0,022;-0,893
"disperse";-2,727;2,001;0,183
"disarm";-0,245;0,022;0,183
"disable";0,437;0,022;-0,893
"dis";-0,245;-1,252;3,244
"directory";0,437;0,022;-0,893
"dip";0,437;0,022;-0,893
"diffusion";3,301;-1,252;-0,893
"diffuse";3,301;-1,252;-0,893
"differentiation";0,437;0,022;-0,893
"dictatorial";-0,245;0,022;0,183
"developmental";0,437;0,022;-0,893
"deterministic";0,437;0,022;-0,893
"detective";-0,245;0,022;0,183
"destination";-2,727;7,189;-0,893
"destabilization";-2,727;-1,252;10,077
"desktop";3,301;-1,252;-0,893
"deregulatory";-0,245;-1,252;3,244
"derate";3,301;-1,252;-0,893
"deputy";-2,727;0,022;3,244
"deprive";-0,245;-1,252;3,244
"deployable";0,437;-1,252;0,183
"dependence";-2,727;2,001;0,183
"denounce";-2,727;-1,252;10,077
"denominator";0,437;0,022;-0,893
"demystify";-2,727;7,189;-0,893
"demonetize";0,437;-1,252;0,183
"demolition";3,301;-1,252;-0,893
"democratization";3,301;-1,252;-0,893
"degrowth";-2,727;2,001;0,183
"deflationary";0,437;0,022;-0,893
"deflation";3,301;-1,252;-0,893
"definite";3,301;-1,252;-0,893
"deficiency";-0,245;2,001;-0,893
"defensible";3,301;-1,252;-0,893
"defamation";-2,727;2,001;0,183
"deepen";0,437;0,022;-0,893
"deduction";3,301;-1,252;-0,893
"decoy";3,301;-1,252;-0,893
"decisively";3,301;-1,252;-0,893
"decisive";-2,727;-1,252;10,077
"decadent";-2,727;2,001;0,183
"deadly";-0,245;-1,252;3,244
"dat";-0,245;0,022;0,183
"dashgardens";-2,727;7,189;-0,893
"danny";-0,245;2,001;-0,893
"damon";-2,727;7,189;-0,893
"dale";-2,727;0,022;3,244
"daimler";3,301;-1,252;-0,893
"customize";3,301;-1,252;-0,893
"cusp";3,301;-1,252;-0,893
"cursor";3,301;-1,252;-0,893
"curricular";0,437;-1,252;0,183
"curate";0,437;0,022;-0,893
"culminate";0,437;0,022;-0,893
"cubicle";3,301;-1,252;-0,893
"cryptocurrencies";0,437;-1,252;0,183
"crusher";-0,245;2,001;-0,893
"crumble";0,437;-1,252;0,183
"crucially";3,301;-1,252;-0,893
"crossfire";0,437;-1,252;0,183
"cripple";0,437;-1,252;0,183
"cring";-2,727;7,189;-0,893
"crick";-2,727;7,189;-0,893
"creed";-2,727;-1,252;10,077
"craving";0,437;0,022;-0,893
"crank";3,301;-1,252;-0,893
"cracker";-2,727;7,189;-0,893
"cr";0,437;-1,252;0,183
"courtyard";0,437;0,022;-0,893
"counterculture";-2,727;7,189;-0,893
"cosmetic";3,301;-1,252;-0,893
"correspond";3,301;-1,252;-0,893
"corona";-2,727;0,022;3,244
"coo";0,437;0,022;-0,893
"convergence";-0,245;2,001;-0,893
"convenience";0,437;-1,252;0,183
"contributor";-0,245;-1,252;3,244
"continuum";3,301;-1,252;-0,893
"contingency";3,301;-1,252;-0,893
"contemplation";0,437;0,022;-0,893
"consumerize";3,301;-1,252;-0,893
"consolidate";-0,245;-1,252;3,244
"conservation";-2,727;7,189;-0,893
"consciously";0,437;0,022;-0,893
"conqueror";-0,245;-1,252;3,244
"congrats";-2,727;7,189;-0,893
"congestion";0,437;-1,252;0,183
"confluence";-2,727;2,001;0,183
"conflate";-0,245;0,022;0,183
"configuration";3,301;-1,252;-0,893
"confidently";0,437;0,022;-0,893
"concierge";0,437;0,022;-0,893
"conception";-2,727;2,001;0,183
"computerize";3,301;-1,252;-0,893
"compunction";-2,727;2,001;0,183
"compass";-2,727;0,022;3,244
"commune";-0,245;2,001;-0,893
"commie";-2,727;0,022;3,244
"comeback";0,437;-1,252;0,183
"columbus";-0,245;0,022;0,183
"coliseum";-2,727;-1,252;10,077
"cohesive";-0,245;-1,252;3,244
"coherence";-0,245;0,022;0,183
"closeup";-2,727;7,189;-0,893
"clone";3,301;-1,252;-0,893
"cleverly";-2,727;-1,252;10,077
"claude";0,437;0,022;-0,893
"clash";-0,245;0,022;0,183
"clan";-2,727;0,022;3,244
"claing";-0,245;2,001;-0,893
"circulation";0,437;0,022;-0,893
"chy";-0,245;0,022;0,183
"chick";-0,245;2,001;-0,893
"cherish";-0,245;0,022;0,183
"chemotherapy";0,437;0,022;-0,893
"cheeseburger";-2,727;7,189;-0,893
"chad";0,437;0,022;-0,893
"cfos";3,301;-1,252;-0,893
"centrist";-0,245;-1,252;3,244
"caveat";-0,245;2,001;-0,893
"catherine";-2,727;2,001;0,183
"casualty";-0,245;-1,252;3,244
"cass";0,437;0,022;-0,893
"carpet";-0,245;0,022;0,183
"carnivore";3,301;-1,252;-0,893
"caricature";-0,245;-1,252;3,244
"captivity";3,301;-1,252;-0,893
"captive";0,437;-1,252;0,183
"canelos";-2,727;7,189;-0,893
"candle";-2,727;2,001;0,183
"cancelled";-2,727;-1,252;10,077
"caliphate";-2,727;-1,252;10,077
"calculation";0,437;-1,252;0,183
"c4";-0,245;0,022;0,183
"c2";3,301;-1,252;-0,893
"buring";-0,245;-1,252;3,244
"bureaucratization";0,437;0,022;-0,893
"bumpy";0,437;0,022;-0,893
"bulgy";-2,727;0,022;3,244
"buenos";-2,727;2,001;0,183
"buckle";3,301;-1,252;-0,893
"brute";-0,245;0,022;0,183
"brutally";-2,727;0,022;3,244
"brownsville";-0,245;2,001;-0,893
"bristol";-2,727;7,189;-0,893
"breakfast";0,437;0,022;-0,893
"brackish";3,301;-1,252;-0,893
"br";0,437;0,022;-0,893
"bowtie";-2,727;2,001;0,183
"boutique";0,437;0,022;-0,893
"borrower";3,301;-1,252;-0,893
"bor";-0,245;0,022;0,183
"booster";3,301;-1,252;-0,893
"boondoggle";3,301;-1,252;-0,893
"bloomingdale";0,437;-1,252;0,183
"blob";0,437;-1,252;0,183
"blake";3,301;-1,252;-0,893
"blacklist";-0,245;-1,252;3,244
"blackbox";3,301;-1,252;-0,893
"bizarre";-2,727;0,022;3,244
"bitcloud";3,301;-1,252;-0,893
"bipartisanship";0,437;-1,252;0,183
"biophysics";0,437;0,022;-0,893
"biologic";0,437;0,022;-0,893
"betray";-0,245;2,001;-0,893
"bestselling";-2,727;7,189;-0,893
"bessent";-2,727;7,189;-0,893
"bernanke";-2,727;7,189;-0,893
"beret";-2,727;7,189;-0,893
"benny";-2,727;7,189;-0,893
"behoove";-0,245;-1,252;3,244
"beck";3,301;-1,252;-0,893
"bastard";-2,727;0,022;3,244
"bargain";-2,727;-1,252;10,077
"banality";-0,245;-1,252;3,244
"ballalled";-2,727;-1,252;10,077
"baka";-0,245;2,001;-0,893
"bail";-2,727;2,001;0,183
"bacterial";0,437;0,022;-0,893
"backwater";0,437;-1,252;0,183
"backend";0,437;0,022;-0,893
"aztec";-2,727;2,001;0,183
"axon";0,437;-1,252;0,183
"aversion";-0,245;2,001;-0,893
"authorize";3,301;-1,252;-0,893
"authenticity";-0,245;2,001;-0,893
"authenticate";-0,245;-1,252;3,244
"auth";3,301;-1,252;-0,893
"austrian";-2,727;7,189;-0,893
"austria";-2,727;2,001;0,183
"augmentation";3,301;-1,252;-0,893
"audible";3,301;-1,252;-0,893
"audacious";-0,245;0,022;0,183
"atx";-2,727;2,001;0,183
"attune";-0,245;2,001;-0,893
"assemble";-2,727;7,189;-0,893
"asmtote";3,301;-1,252;-0,893
"ashley";-2,727;7,189;-0,893
"ashamed";-2,727;2,001;0,183
"ascribe";-2,727;2,001;0,183
"artwork";-2,727;7,189;-0,893
"artisan";3,301;-1,252;-0,893
"arrogance";-2,727;7,189;-0,893
"arlington";-2,727;7,189;-0,893
"aristocracy";-2,727;0,022;3,244
"aries";0,437;0,022;-0,893
"archery";3,301;-1,252;-0,893
"archaic";0,437;-1,252;0,183
"applaud";-0,245;-1,252;3,244
"apartheid";-2,727;0,022;3,244
"aon";3,301;-1,252;-0,893
"antidepressant";0,437;0,022;-0,893
"anonymous";0,437;-1,252;0,183
"annualized";0,437;0,022;-0,893
"annex";-2,727;0,022;3,244
"andropov";-2,727;2,001;0,183
"anderol";-0,245;2,001;-0,893
"andela";0,437;0,022;-0,893
"analytical";3,301;-1,252;-0,893
"amsterdam";3,301;-1,252;-0,893
"amp";-0,245;0,022;0,183
"ambiguity";-2,727;0,022;3,244
"alt";-2,727;0,022;3,244
"alma";-2,727;2,001;0,183
"allot";-2,727;0,022;3,244
"allege";0,437;0,022;-0,893
"ali";-2,727;0,022;3,244
"alert";-2,727;0,022;3,244
"airstrike";0,437;-1,252;0,183
"airman";3,301;-1,252;-0,893
"aires";-2,727;2,001;0,183
"aip";0,437;-1,252;0,183
"agile";0,437;-1,252;0,183
"africa_s";3,301;-1,252;-0,893
"afloat";3,301;-1,252;-0,893
"affront";-0,245;-1,252;3,244
"affinity";-0,245;2,001;-0,893
"affiliation";-2,727;7,189;-0,893
"affection";0,437;0,022;-0,893
"adversely";0,437;-1,252;0,183
"adventurer";0,437;0,022;-0,893
"adus";-2,727;0,022;3,244
"adjunct";-2,727;7,189;-0,893
"adj";3,301;-1,252;-0,893
"adhere";-2,727;0,022;3,244
"adage";-0,245;0,022;0,183
"acceptance";0,437;-1,252;0,183
"accelerant";3,301;-1,252;-0,893
"abundant";3,301;-1,252;-0,893
"abu";-0,245;0,022;0,183
"absent";0,437;0,022;-0,893
"abs";0,437;0,022;-0,893
"abolish";-0,245;0,022;0,183
"abacus";3,301;-1,252;-0,893
"aa";-2,727;7,189;-0,893
"300k";3,301;-1,252;-0,893
"25th";-0,245;2,001;-0,893
"2010s";3,301;-1,252;-0,893
"1bs";-0,245;0,022;0,183
"1b";-0,245;0,022;0,183
"16x";3,301;-1,252;-0,893
"1500s";-2,727;-1,252;10,077
"13th";-0,245;2,001;-0,893
"11th";-2,727;2,001;0,183
"10e";3,301;-1,252;-0,893
"100k";3,301;-1,252;-0,893
"1000x";3,301;-1,252;-0,893
"the";-1,764;-53,791;90,786
"and";1,103;2,149;-8,047
"to";-5,006;1,413;1,875
"you";6,645;54,577;-122,552
"of";3,098;-15,074;4,486
"a";27,997;2,86;-65,905
"i";-470,369;623,372;-1,701
"that";15,657;-90,122;31,258
"in";-71,817;3,16;66,245
"is";22,787;-70,803;11,913
"like";16,242;3,382;-45,977
"it";24,585;-14,395;-3,156
"we";7,706;-35,987;10,276
"so";205,621;-68,992;-64,456
"know";-8,257;23,74;-3,492
"it_s";13,62;-12,071;-0,381
"this";-8,868;-1,399;23,227
"think";-30,821;1,124;29,649
"have";-0,007;-1,44;1,96
"was";-112,998;175,183;-2,963
"for";4,907;0,318;-10,511
"but";-3,102;-2,777;15,198
"are";-0,007;-14,239;17,546
"they";-38,232;-9,074;112,569
"what";-2,064;0,224;1,426
"on";-0,086;-7,5;11
"be";-0,932;-0,026;1,75
"do";12,929;-2,914;-5,859
"with";-5,712;12,76;-1,068
"about";-70,485;129,767;-5,648
"right";12,804;-40,298;6,923
"just";32,137;-21,577;-2,884
"that_s";1,494;0,099;-3,216
"not";-34,634;-15,676;127,29
"going";39,092;-21,803;-5,592
"if";27,653;-29,192;-0,152
"at";27,194;5,748;-77,319
"all";8,3;-11,508;0,065
"really";10,424;2,194;-29,6
"or";47,194;-50,807;-0,188
"lot";-8,695;9,949;0,007
"there";0,157;-2,195;1,288
"as";-12,817;0,479;12,268
"how";16,791;-0,27;-18,527
"can";160,714;-51,447;-53,038
"you_re";3,281;15,295;-40,844
"because";-12,627;-0,275;22,934
"these";9,855;-21,84;1,788
"there_s";3,718;-12,183;2,23
"one";1,773;0,202;-4,278
"more";32,307;-32,933;-0,281
"get";14,333;-7,178;-2,536
"very";0,001;0,004;-0,012
"then";75,872;-45,365;-9,272
"we_re";46,22;-25,302;-6,878
"our";-10,196;8,084;0,505
"them";-2,038;-6,937;20,709
"want";-66,899;30,993;13,544
"some";-2,981;0,26;2,243
"make";14,132;-25,027;0,918
"were";-3,944;6,957;-0,25
"from";-24,983;23,61;0,449
"don_t";-34,852;7,69;16,05
"when";-10,726;23,629;-1,902
"well";-35,641;34,064;0,584
"now";11,173;-25,954;2,409
"my";-240,968;587,805;-61,52
"out";15,525;0,458;-29,306
"an";0,334;8,172;-14,332
"way";7,827;-11,877;0,17
"your";-23,306;133,954;-46,404
"i_m";-173,969;297,545;-9,194
"they_re";-0,08;-13,656;18,855
"where";1,955;-2,142;-0,006
"had";-1,786;9,863;-3,301
"actually";22,611;-21,326;-0,412
"mean";0,44;-1,618;0,35
"up";0,715;8,306;-17,046
"us";-19,448;16,47;0,704
"which";38,637;-30,758;-1,88
"he";-375,276;329,234;11,16
"go";1,524;17,313;-35,724
"who";-222,532;148,68;20,259
"would";0,153;0,109;-0,677
"me";-138,849;228,964;-5,792
"by";-0,195;-22,905;32,627
"their";-11,509;-0,402;22,25
"got";-8,309;22,089;-2,792
"doing";19,613;-6,368;-6,375
"other";-0,384;-5,494;10,737
"something";0,459;-0,207;-0,098
"say";-25,335;1,327;22,373
"could";71,773;-49,067;-6,099
"no";-10,76;15,627;-0,151
"s";-13,624;18,591;-0,084
"need";8,33;-17,976;1,364
"has";0,014;-31,025;34,786
"been";-18,486;1,349;14,809
"those";32,715;-3,742;-22,06
"into";17,183;-2,093;-11,258
"much";29,874;-7,583;-12,3
"take";21,47;-8,367;-5,608
"look";-0,636;0,026;0,6
"even";-1,727;-1,081;7,226
"what_s";-4,288;0,751;2,311
"see";-15,49;0,042;19,837
"come";-41,721;28,372;3,603
"here";-59,132;81,162;-0,4
"did";-24,414;43,437;-1,627
"first";-0,948;2,833;-0,446
"most";-1,163;0,229;0,582
"than";5,523;-6,831;0,002
"should";-24,757;-4,793;68,615
"new";16,553;-2,921;-8,879
"said";-58,578;49,429;2,16
"over";11,78;-22,61;1,162
"why";-15,708;6,154;4,074
"different";29,396;-11,597;-7,554
"also";1,682;-0,81;-0,319
"will";3,171;-14,119;3,835
"little";-24,694;88,036;-18,221
"help";-0,489;6,871;-4,046
"being";-16,711;6,222;4,63
"tell";-32,513;61,922;-3,089
"better";3,259;0,05;-5,697
"maybe";0,314;-1,359;0,357
"around";0,892;-0,014;-0,987
"too";-10,376;3,74;2,992
"two";35,201;-12,724;-10,115
"let_s";-5,043;10,908;-0,833
"trying";-0,951;-2,18;7,612
"every";11,323;-1,959;-6,149
"probably";14,939;-3,462;-6,626
"able";68,919;-32,665;-13,434
"many";-0,143;-0,163;0,786
"we_ve";21,185;-20,668;-0,29
"down";15,542;-6,48;-3,699
"still";7,183;-4,501;-0,781
"does";13,227;-16,8;0,015
"didn_t";-5,463;2,256;1,318
"obviously";-0,01;-10,601;13,304
"always";-21,297;18,899;0,591
"through";8,447;-7,262;-0,282
"he_s";-166,278;153,361;3,58
"only";1,276;-5,527;1,456
"everything";8,062;-10,356;0,013
"best";-11,786;32,365;-4,365
"getting";1,672;-2,57;0,041
"exactly";14,137;-5,037;-4,134
"can_t";-3,308;-2,948;16,173
"use";119,221;-77,275;-11,835
"any";0;-3,584;4,192
"you_ve";-0,287;5,274;-3,434
"i_ve";-50,74;75,406;-0,907
"his";-158,278;157,994;1,737
"oh";-0,166;8,393;-7,054
"off";21,847;-9,599;-4,811
"done";0,022;-2,117;1,965
"last";-2,314;-0,145;4,928
"before";-0,285;1,72;-0,621
"sure";-0,017;-1,081;1,639
"okay";-0,042;-1,73;2,789
"same";2,781;-1,689;-0,327
"10";85,183;-19,877;-37,575
"again";-1,654;-3,596;12,839
"went";-14,722;58,374;-13,873
"everyone";-16,817;3,957;7,37
"example";14,389;-18,376;0,02
"believe";-58,145;7,497;37,08
"next";14,714;-4,047;-5,643
"him";-155,251;124,579;7,293
"own";5,271;-16,563;2,838
"having";-12,808;44,332;-8,801
"after";-19,93;4,554;8,937
"try";-3,119;-0,575;8,527
"never";-8,805;10,15;0,005
"whole";6,658;-2,852;-1,523
"doesn_t";0,675;-4,756;1,926
"course";-0,324;-3,901;7,938
"three";62,943;-20,46;-20,432
"ask";-41,252;43,801;0,207
"few";6,044;-0,107;-6,58
"both";-9,642;0;13,619
"seems";-12,435;-8,59;54,254
"saying";-14,764;-1,638;35,418
"might";2,521;-6,578;0,799
"yes";-1,74;-0,014;2,868
"someone";-3,259;0,707;1,52
"whatever";-0,031;-0,084;0,275
"else";0,194;-4,118;2,813
"came";-29,428;42,117;-0,35
"keep";10,313;-5,703;-1,502
"20";23,764;-5,228;-10,968
"value";1,594;0,271;-4,259
"together";-2,307;2,483;0,009
"old";-13,379;64,747;-19,167
"let";-8,566;-5,848;37,185
"anything";-0,012;0,423;-0,331
"certain";-0,025;-8,072;10,687
"five";38,972;-9,357;-16,803
"against";-56,53;-6,336;135,939
"enough";1,696;-0,757;-0,364
"used";-0,545;1,673;-0,276
"away";2,655;-5,426;0,348
"another";13,244;-2,847;-6,218
"already";28,91;-8,314;-10,634
"seeing";2,658;0,025;-4,449
"almost";13,763;-1,837;-8,628
"we_ll";5,903;0,053;-9,827
"though";0,728;-1,11;0,017
"four";18,066;-0,02;-23,949
"everybody";-1,716;0,023;1,939
"looking";11,34;-0,004;-15,484
"less";17,991;-17,425;-0,263
"allow";1,846;-34,123;22,264
"000";29,836;-6,172;-14,403
"far";-2,191;-12,661;31,531
"she";-79,931;107,208;-0,366
"using";114,154;-54,263;-22,142
"seen";-0,679;1,067;-0,02
"each";-0,145;0,599;-0,15
"100";43,144;-15,582;-12,411
"who_s";-33,041;20,316;3,77
"between";1,426;-3,536;0,384
"took";0,011;-0,004;-0,003
"saw";-3,77;-0,034;6,281
"become";-0,709;0,25;0,21
"once";6,612;-9,957;0,134
"ever";-1,217;8,633;-3,514
"wasn_t";-1,473;1,976;-0,007
"goes";2,549;-6,564;0,776
"whether";-0,002;-6,503;7,946
"sometimes";-11,445;8,132;0,86
"thank";-99,383;225,381;-19,65
"they_ve";1,841;-4,497;0,472
"i_ll";-2,511;15,833;-5,91
"second";0,038;0,101;-0,331
"least";-1,219;-0,035;2,292
"thanks";-128,04;352,296;-47,695
"50";56,082;-16,847;-19,765
"gets";1;-0,389;-0,262
"30";23,959;-3,325;-14,725
"possible";23,035;-8,051;-6,891
"ones";-0,005;-0,02;0,057
"comes";-1,289;0,256;0,64
"its";0,192;-29,131;28,407
"others";-10,008;3,438;3,055
"may";-0,005;-0,154;0,262
"six";13,074;0,122;-21,845
"i_d";-6,987;7,315;0,043
"especially";-2,062;-0,389;5,672
"somebody";-0,615;0,195;0,205
"says";-39,913;27,792;3,202
"quite";-1,75;0,196;1,192
"without";0,715;-8,489;4,639
"here_s";0,538;-1,293;0,13
"across";-0,044;-1,741;2,82
"while";0,03;0;-0,047
"her";-47,59;112,564;-10,936
"yet";1,776;-0,022;-2,018
"later";-0,336;0,055;0,189
"nothing";-0,968;-0,112;2,344
"happens";7,595;-7,61;-0,08
"wants";-1,494;-0,001;2,225
"such";-2,721;5,172;-0,256
"within";0,214;-21,199;19,728
"needs";-0,268;-1,203;3,256
"u";-2,001;-7,215;21,087
"definitely";-0,326;0,623;-0,032
"under";-2,79;-11,372;31,805
"gone";-0,04;-0,47;0,961
"am";-23,747;36,89;-0,633
"yourself";-2,79;25,828;-12,427
"name";-17,299;27,11;-0,496
"themselves";-5,454;-0,8;14,013
"since";-0,336;0,051;0,197
"wouldn_t";0,277;-0,874;0,151
"behind";-1,839;0,163;1,377
"couldn_t";0,957;-0,008;-1,133
"15";16,376;-10,7;-1,59
"became";-3,934;1,559;1,004
"you_d";3,253;-1,415;-0,727
"they_ll";0,522;-6,671;3,769
"5";32,825;-7,531;-14,672
"haven_t";-0,036;0,041;0
"co";-5,245;19,292;-4,166
"d";-5,478;18,388;-3,491
"isn_t";3,334;-2,519;-0,201
"along";-4,335;-0,115;8,069
"often";-1,189;-1,243;6,27
"outside";-5,959;5,036;0,218
"either";1,927;-3,991;0,267
"until";0,763;0,007;-1,276
"you_ll";1,188;0,277;-3,48
"self";3,473;1,921;-13,81
"shouldn_t";-10,309;0,047;12,815
"towards";3,354;-3,603;-0,014
"40";13,433;-5,871;-2,982
"seem";-15,035;-0,22;26,155
"aren_t";0,133;-1,04;0,452
"instead";2,85;-4,214;0,048
"anyone";-3,064;1,032;0,956
"2";8,802;-7,543;-0,299
"given";-2,513;3,461;-0,018
"hopefully";0,751;-1,605;0,119
"itself";18,354;-10,285;-2,6
"cause";0,28;-9,1;6,979
"weren_t";0,019;-0,66;0,515
"must";-8,059;5,047;0,877
"myself";-0,368;9,16;-6,555
"during";-6,589;-3,732;26,45
"usually";2,434;0,007;-3,778
"3";22,374;-6,479;-8,175
"rather";-0,524;-1,226;4,243
"clearly";-8,698;-5,376;36,199
"certainly";-4,946;-1,82;16,846
"eight";7,862;-2,011;-3,216
"appreciate";-40,975;75,139;-3,216
"25";4,792;0,015;-7,477
"tried";-2,863;0,512;1,523
"gives";-1,274;2,659;-0,182
"particular";7,554;-2,966;-1,953
"nobody";-1,669;1,086;0,164
"gotten";-1,888;5,34;-0,762
"willing";-4,493;1,398;1,528
"anyway";-2,323;2,673;0,001
"1";15,292;-8,144;-2,407
"welcome";-98,015;180,578;-7,882
"knows";-2,211;2,406;0,007
"unfortunately";-9,326;-2,3;27,786
"seven";3,843;0,414;-9,154
"zero";18,191;-4,313;-7,924
"third";-0,007;-0,074;0,155
"won_t";0;-6,58;7,722
"particularly";-2,097;-0,629;6,655
"12";1,565;0,201;-3,891
"otherwise";-0,119;-0,018;0,308
"per";20,996;-3,887;-10,926
"looks";14,255;-5,162;-4,087
"somehow";-7,176;-0,997;18,187
"ourselves";0,28;-0,146;-0,046
"we_d";0,101;-0,382;0,086
"it_ll";2,179;-3,862;0,142
"taken";0,497;-0,574;0
"plus";15,15;-5,668;-4,172
"becomes";11,217;-12,428;-0,025
"overall";3,672;-1,443;-0,948
"mostly";3,057;-2,903;-0,053
"everywhere";-0,007;-6,225;7,847
"changes";6,946;-7,95;-0,005
"200";13,463;-5,453;-3,338
"soon";-0,075;1,718;-1,199
"useful";3,161;-1,074;-0,978
"non";0,22;-1,395;0,523
"cannot";-4,894;-0,145;9,242
"b";2,194;-1,431;-0,214
"etc";7,3;-5,805;-0,357
"forth";4,74;-10,383;0,823
"sorry";-4,801;12,444;-1,492
"anybody";-3,389;-0,226;7,299
"x";3,066;-0,429;-1,876
"t";17,613;-1,011;-15,171
"somewhere";1,967;-3,222;0,078
"likely";-0,142;-0,229;0,934
"they_d";0,443;-3,016;1,193
"m";-0,093;1,065;-0,571
"truly";0,001;-0,121;0,115
"consider";-1,051;-0,121;2,542
"beyond";0,124;-0,034;-0,048
"g";-2,196;1,499;0,187
"asking";-6,22;12,724;-0,818
"70";4,723;-4,876;-0,035
"18";4,294;0,221;-8,824
"y";-0,093;0,106;0
"allows";24,373;-6,529;-9,574
"therefore";0;-2,605;3,055
"several";10,59;-7,193;-0,918
"necessary";2,742;-2,795;-0,024
"80";3,483;-5,179;0,063
"none";2,016;-2,063;-0,017
"becoming";3,44;-2,063;-0,417
"known";-3,411;2,251;0,322
"whereas";0;0,126;-0,13
"hadn_t";-1,789;4,613;-0,547
"although";-0,019;0,458;-0,324
"4";3,104;-0,582;-1,602
"kept";-0,631;0,079;0,409
"anywhere";3,988;-4,415;-0,009
"500";0,038;1,006;-1,742
"6";12,787;-1,335;-8,97
"unless";0,089;-0,279;0,048
"re";-1,824;-0,411;5,287
"90";0,038;0;-0,058
"60";5,092;-1,217;-2,204
"300";11,216;-0,15;-12,659
"near";1,226;0,436;-4,125
"nine";0,003;0,15;-0,237
"serious";-3,98;0,01;5,104
"com";13,497;-0,209;-14,965
"8";8,155;-1,436;-4,38
"throughout";-0,29;1,543;-0,499
"keeps";1,559;0,116;-3,434
"7";4,393;-0,29;-3,632
"various";2,592;-5,774;0,48
"wish";-4,076;5,465;-0,019
"2020";-0,756;-2,574;7,685
"hasn_t";1,946;-0,005;-2,495
"further";0,256;-1,585;0,583
"following";-1,973;0,586;0,704
"2000";4,457;-4,537;-0,039
"available";2,336;0,73;-7,516
"13";-1,559;0,022;1,744
"h";-1,323;1,75;-0,005
"11";-2,075;5,58;-0,722
"wonder";-0,298;0,032;0,206
"upon";-4,456;1,075;1,913
"sent";-2,299;1,752;0,134
"except";-2,887;0,143;2,587
"above";1,665;-5,124;0,849
"24";1,691;-2,365;0,015
"seemed";-2,945;1,756;0,362
"c";1,72;0,014;-2,845
"14";7,434;-1,525;-3,61
"entirely";2,215;-2,646;0
"19";-1,637;5,258;-0,933
"150";4,82;-0,58;-3,176
"it_d";-0,181;0,81;-0,221
"9";2,634;-5,428;0,357
"whenever";0,002;-0,457;0,466
"somewhat";0,11;-0,457;0,115
"please";-0,021;0,013;0,002
"himself";-13,086;3,892;4,658
"former";-17,656;8,606;3,28
"however";-4,157;0,022;5,116
"alone";-6,332;3,541;0,901
"yours";-3,474;17,762;-5,545
"p";-0,012;-0,827;1,247
"apart";-0,735;1,251;-0,038
"despite";-5,765;0;8,043
"__";-0,082;5,435;-4,781
"causes";-0,381;1,515;-0,361
"among";-15,298;0;21,436
"twice";0,383;0,796;-2,898
"currently";0,876;0,18;-2,47
"appropriate";-0,381;-2,188;5,461
"99";-0,021;0,613;-0,458
"45";-0,226;-1,949;4,321
"400";14,341;-2,75;-7,292
"2021";0,862;-3,305;0,754
"250";11,198;-2,484;-5,136
"2019";1,57;-0,073;-1,429
"75";2,464;-1,72;-0,196
"16";0,211;0,782;-2,263
"e";8,75;-0,905;-6,162
"2017";6,604;-4,857;-0,44
"2015";-0,041;2,195;-1,863
"ours";-0,041;-1,091;1,887
"22";4,42;-0,467;-3,084
"relatively";-0,511;0,021;0,477
"f";0,205;0,395;-1,485
"amongst";-1,099;5,482;-1,671
"where_s";-0,004;-0,145;0,24
"uses";12,249;-9,497;-0,667
"seriously";-0,627;0,05;0,487
"perhaps";-6,098;2,255;1,705
"ought";-0,894;0,012;1,012
"0";4,808;-1,078;-2,188
"liked";-4,52;17,111;-3,838
"described";0,01;-0,075;0,032
"normally";2,236;-2,017;-0,056
"neither";-9,932;9,631;0,144
"whoever";-4,876;0,375;3,839
"nowhere";-1,313;1,927;-0,021
"elsewhere";-2,7;-1,078;9,468
"r";0,405;0,022;-0,841
"associated";0,65;-2,648;0,651
"21";1,777;1;-7,115
"n";-1,091;-2,081;7,863
"aside";0,197;-1,071;0,354
"35";0,65;0,118;-1,769
"z";-1,59;1,306;0,067
"mainly";1,847;-5,465;0,846
"800";3,123;-1,811;-0,41
"2024";-0,011;0,004;0,003
"wherever";0,064;-0,867;0,502
"2008";-0,511;1,659;-0,299
"tends";-7,647;4,146;1,161
"700";5,965;-3,665;-0,682
"2011";6,372;-6,709;-0,036
"17";-0,294;3,497;-1,914
"un";-0,873;-0,508;3,544
"nearly";2,694;-3,665;0,016
"fifth";-0,34;1,727;-0,535
"95";2,694;-2,177;-0,123
"600";2,694;-1,074;-0,682
"28";0,732;0,011;-1,276
"2022";-0,873;-4,016;10,774
"2012";0,414;0,75;-2,899
"tries";-0,34;-0,857;2,879
"onto";11,301;-4,77;-2,642
"o";-3,276;4,884;-0,06
"l";-0,158;-0,658;1,825
"2016";-1,519;0,316;0,731
"whose";0;0,011;-0,019
"lately";-6,177;8,122;-0,019
"27";-2,202;0,507;0,981
"23";0,414;-0,228;-0,06
"2009";-2,202;1,393;0,233
"2005";1,842;-1,706;-0,038
"w";-3,651;4,477;-0,001
"regardless";0;-1,093;1,283
"novel";7,764;-1,344;-4,214
"followed";-1,276;1,073;0,048
"afterwards";-2,202;6,676;-1,078
"2014";-2,202;-0,05;4,019
"2004";4,021;-2,01;-0,714
"120";6,88;-2,324;-2,14
"v";0;0,757;-0,891
"secondly";-0,465;-0,859;3,293
