"";"classe 1";"classe 2";"classe 3"
"courtroom";-3,636;9,586;-1,191
"counterintuitive";5,502;-2,087;-1,489
"counsel";-0,82;-0,038;1,657
"cornell";-0,245;2,001;-0,893
"cord";0,308;-0,215;-0,024
"conversion";4,402;-1,67;-1,191
"contradiction";-1,529;0,268;0,823
"continual";-1,529;2,247;-0,024
"contention";-1,529;-0,215;3,884
"consideration";2,103;-2,087;-0,024
"conceptual";4,402;-1,67;-1,191
"conceive";-0,116;0,268;-0,024
"compression";5,502;-2,087;-1,489
"compliant";-0,82;0,814;0,01
"compiler";5,502;-2,087;-1,489
"competency";2,103;-0,215;-1,489
"comparative";-4,545;11,982;-1,489
"compact";2,103;-2,087;-0,024
"commonly";0,308;-2,087;0,823
"combustion";5,502;-2,087;-1,489
"colonialism";-4,545;0,268;3,884
"clause";-4,545;-2,087;16,796
"clarify";-1,529;0,268;0,823
"cla";2,103;-2,087;-0,024
"civ";-3,636;9,586;-1,191
"citizenry";-4,545;11,982;-1,489
"cincinnati";-2,727;2,001;0,183
"chrome";4,402;-1,67;-1,191
"christy";-0,82;3,996;-1,191
"chew";-1,529;6,152;-1,489
"chesky";-1,529;6,152;-1,489
"cheese";4,402;-1,67;-1,191
"centric";4,402;-1,67;-1,191
"cds";3,301;-1,252;-0,893
"cbs";-4,545;11,982;-1,489
"causal";5,502;-2,087;-1,489
"cato";-3,636;9,586;-1,191
"cater";0,009;-1,67;1,657
"categorize";-0,82;-1,67;6,132
"carl";-0,116;-0,215;0,823
"cardiac";1,203;-0,038;-1,191
"cardboard";2,103;-2,087;-0,024
"capsule";5,502;-2,087;-1,489
"cape";4,402;-1,67;-1,191
"canva";1,203;-0,038;-1,191
"cannibalize";5,502;-2,087;-1,489
"candidly";-0,116;0,268;-0,024
"canal";-3,636;-1,67;13,436
"canadians";-3,636;-0,038;6,132
"camaraderie";-4,545;11,982;-1,489
"cal";-0,82;-0,038;1,657
"caesar";-4,545;11,982;-1,489
"butt";2,103;-0,215;-1,489
"bust";-0,116;-0,215;0,823
"bury";0,308;-0,215;-0,024
"bulk";0,308;-2,087;0,823
"bulb";5,502;-2,087;-1,489
"btc";-1,529;-2,087;9,209
"bryson";-4,545;11,982;-1,489
"broaden";2,103;-0,215;-1,489
"broadcast";2,103;-0,215;-1,489
"brink";-4,545;2,247;0,823
"brilliance";2,103;-0,215;-1,489
"breed";-0,116;0,268;-0,024
"brazilian";-4,545;11,982;-1,489
"brandon";-1,529;2,247;-0,024
"boulder";2,103;-0,215;-1,489
"bottomup";-1,529;0,268;0,823
"boomer";-0,116;0,268;-0,024
"bomber";5,502;-2,087;-1,489
"blissful";-4,545;11,982;-1,489
"blindness";-2,727;7,189;-0,893
"blackness";-4,545;11,982;-1,489
"biotechs";4,402;-1,67;-1,191
"biomanufacturing";5,502;-2,087;-1,489
"binary";0,308;0,268;-1,489
"biller";5,502;-2,087;-1,489
"billboard";-1,529;2,247;-0,024
"bicycle";0,308;0,268;-1,489
"benjamin";-3,636;3,996;0,01
"beginning";-0,116;0,268;-0,024
"beef";0,009;-0,038;0,01
"bcg";-4,545;6,152;-0,024
"barrage";1,203;-0,038;-1,191
"barnacle";5,502;-2,087;-1,489
"ballistic";2,103;-2,087;-0,024
"bait";-0,116;0,268;-0,024
"bahrain";-3,636;3,996;0,01
"badge";-0,116;-0,215;0,823
"badass";-4,545;-0,215;9,209
"backfill";0,308;-2,087;0,823
"backer";0,308;-0,215;-0,024
"b2c";5,502;-2,087;-1,489
"ax";2,103;-2,087;-0,024
"avs";5,502;-2,087;-1,489
"aviv";-4,545;6,152;-0,024
"avenue";-1,529;2,247;-0,024
"aurelius";-4,545;11,982;-1,489
"aura";1,203;-0,038;-1,191
"audio";4,402;-1,67;-1,191
"atlantic";-4,545;2,247;0,823
"astound";-4,545;-2,087;16,796
"assure";-0,116;-0,215;0,823
"assign";-1,529;6,152;-1,489
"aspirational";-0,116;2,247;-1,489
"artistic";0,308;-2,087;0,823
"arr";4,402;-1,67;-1,191
"aristotle";-1,529;6,152;-1,489
"architectural";5,502;-2,087;-1,489
"aqua";-1,529;2,247;-0,024
"applicable";1,203;-0,038;-1,191
"appetite";-0,245;-1,252;3,244
"apparatus";-4,545;2,247;0,823
"apis";5,502;-2,087;-1,489
"aoc";-4,545;-0,215;9,209
"anvil";2,103;-2,087;-0,024
"antonio";-0,116;0,268;-0,024
"anton";0,009;0,814;-1,191
"anthropics";5,502;-2,087;-1,489
"antenna";4,402;-1,67;-1,191
"angelo";-3,636;9,586;-1,191
"andon";0,308;0,268;-1,489
"anarchist";-4,545;6,152;-0,024
"amplify";2,103;-2,087;-0,024
"amnesty";-4,545;0,268;3,884
"amend";-4,545;-2,087;16,796
"altogether";0,308;0,268;-1,489
"alabama";-0,116;2,247;-1,489
"akin";5,502;-2,087;-1,489
"airspace";0,308;-2,087;0,823
"airfield";2,103;-2,087;-0,024
"aidriven";2,103;-0,215;-1,489
"agricultural";-1,529;6,152;-1,489
"affordability";-0,116;-2,087;3,884
"adolescent";-4,545;11,982;-1,489
"adequate";1,203;-1,67;0,01
"additive";5,502;-2,087;-1,489
"adams";-3,636;0,814;1,657
"achievable";5,502;-2,087;-1,489
"accurately";2,103;-2,087;-0,024
"accumulation";0,308;-2,087;0,823
"accelerator";2,103;-2,087;-0,024
"ac";0,308;0,268;-1,489
"abusive";5,502;-2,087;-1,489
"abrams";2,103;-2,087;-0,024
"abortion";-4,545;-2,087;16,796
"abide";-1,529;-0,215;3,884
"9s";-0,116;-2,087;3,884
"5x";5,502;-2,087;-1,489
"250th";-4,545;11,982;-1,489
"17th";-4,545;11,982;-1,489
"100th";2,103;-0,215;-1,489
"zoho";4,402;-1,67;-1,191
"zel";0,009;0,814;-1,191
"zap";4,402;-1,67;-1,191
"youve";-0,82;-1,67;6,132
"yelp";0,437;0,022;-0,893
"yc";4,402;-1,67;-1,191
"xjs";3,301;-1,252;-0,893
"wrongly";-0,82;-0,038;1,657
"wrinkle";4,402;-1,67;-1,191
"wolf";-0,245;0,022;0,183
"witness";-0,82;0,814;0,01
"withdraw";-0,82;-0,038;1,657
"wireless";4,402;-1,67;-1,191
"willingness";0,009;0,814;-1,191
"wildlife";-0,82;3,996;-1,191
"wield";-2,727;0,022;3,244
"whiteboard";0,009;-1,67;1,657
"whimos";-0,82;0,814;0,01
"wheat";4,402;-1,67;-1,191
"whack";-0,245;0,022;0,183
"wechat";0,437;0,022;-0,893
"webex";-3,636;3,996;0,01
"weaken";-0,82;-0,038;1,657
"watcher";-0,82;0,814;0,01
"ware";-3,636;9,586;-1,191
"walgreens";-0,82;0,814;0,01
"wagon";-3,636;9,586;-1,191
"von";-3,636;3,996;0,01
"void";-0,82;0,814;0,01
"vignette";-3,636;0,814;1,657
"victory";-3,636;-1,67;13,436
"vibration";0,009;0,814;-1,191
"vibrancy";-3,636;-1,67;13,436
"vial";0,437;-1,252;0,183
"viability";4,402;-1,67;-1,191
"verse";-0,245;0,022;0,183
"venice";-3,636;9,586;-1,191
"vegetation";4,402;-1,67;-1,191
"variation";0,009;-0,038;0,01
"variant";3,301;-1,252;-0,893
"vanderbilt";-2,727;2,001;0,183
"v2";4,402;-1,67;-1,191
"utils";4,402;-1,67;-1,191
"utilization";4,402;-1,67;-1,191
"utilitarian";4,402;-1,67;-1,191
"usdc";-3,636;-0,038;6,132
"urgency";0,009;-0,038;0,01
"upstream";1,203;-1,67;0,01
"uprising";-3,636;9,586;-1,191
"unwilling";0,009;0,814;-1,191
"unthinkable";-0,82;-1,67;6,132
"unrelated";3,301;-1,252;-0,893
"unrealistic";4,402;-1,67;-1,191
"unpleasant";-3,636;-1,67;13,436
"unnatural";4,402;-1,67;-1,191
"unlikable";-2,727;7,189;-0,893
"unity";0,009;-1,67;1,657
"unimaginable";1,203;-0,038;-1,191
"unequal";-3,636;-0,038;6,132
"understandable";1,203;-0,038;-1,191
"ucsf";4,402;-1,67;-1,191
"uc";-0,82;0,814;0,01
"tyrant";-3,636;-0,038;6,132
"tweak";1,203;-0,038;-1,191
"turnaround";-0,82;-0,038;1,657
"trivial";0,009;-0,038;0,01
"tri";1,203;-0,038;-1,191
"treaty";-3,636;0,814;1,657
"treasurer";-3,636;-0,038;6,132
"transmit";4,402;-1,67;-1,191
"transcendence";-3,636;3,996;0,01
"transact";4,402;-1,67;-1,191
"tradeoff";0,437;-1,252;0,183
"tractable";4,402;-1,67;-1,191
"tra";0,009;0,814;-1,191
"township";-3,636;9,586;-1,191
"torpedo";0,009;0,814;-1,191
"topheavy";4,402;-1,67;-1,191
"toothpaste";4,402;-1,67;-1,191
"toolkit";4,402;-1,67;-1,191
"toll";4,402;-1,67;-1,191
"toille";-0,82;-1,67;6,132
"tissue";4,402;-1,67;-1,191
"timelines";4,402;-1,67;-1,191
"thousandth";0,437;0,022;-0,893
"therapeutic";4,402;-1,67;-1,191
"theocracy";-3,636;-1,67;13,436
"textbook";3,301;-1,252;-0,893
"tester";0,437;-1,252;0,183
"terman";-2,727;7,189;-0,893
"tennis";-0,82;3,996;-1,191
"temper";-3,636;-0,038;6,132
"telescope";3,301;-1,252;-0,893
"telegram";0,437;-1,252;0,183
"telco";4,402;-1,67;-1,191
"technician";4,402;-1,67;-1,191
"te";0,009;-0,038;0,01
"tang";-0,82;-0,038;1,657
"tactically";4,402;-1,67;-1,191
"tab";4,402;-1,67;-1,191
"synergy";1,203;-1,67;0,01
"synchronize";4,402;-1,67;-1,191
"sympathetic";0,009;-0,038;0,01
"swath";0,009;0,814;-1,191
"survivor";-3,636;-1,67;13,436
"surrender";-3,636;-1,67;13,436
"surpass";-0,245;0,022;0,183
"supervisor";-2,727;0,022;3,244
"supervise";4,402;-1,67;-1,191
"supermarket";-3,636;9,586;-1,191
"superficial";0,009;-0,038;0,01
"subway";-3,636;3,996;0,01
"subtly";0,437;0,022;-0,893
"subtle";1,203;-0,038;-1,191
"substitute";-3,636;0,814;1,657
"stroke";-0,82;-1,67;6,132
"strauss";-3,636;-1,67;13,436
"strait";-3,636;0,814;1,657
"stewart";-3,636;3,996;0,01
"steep";-2,727;7,189;-0,893
"steelman";4,402;-1,67;-1,191
"steady";0,437;0,022;-0,893
"startle";1,203;-0,038;-1,191
"starter";1,203;-0,038;-1,191
"standalone";4,402;-1,67;-1,191
"stamina";-3,636;3,996;0,01
"sqa";-3,636;-1,67;13,436
"spur";-0,82;0,814;0,01
"spoon";-0,82;3,996;-1,191
"spontaneous";-0,82;0,814;0,01
"spill";0,009;-1,67;1,657
"spice";1,203;-1,67;0,01
"spawn";0,009;-0,038;0,01
"sp";-3,636;9,586;-1,191
"soybean";1,203;-0,038;-1,191
"sophomore";-3,636;9,586;-1,191
"socrates";-3,636;9,586;-1,191
"socom";0,009;-1,67;1,657
"sociotechnical";4,402;-1,67;-1,191
"societally";-3,636;9,586;-1,191
"smartly";1,203;-1,67;0,01
"slowmoving";4,402;-1,67;-1,191
"slowdown";1,203;-0,038;-1,191
"slope";1,203;-0,038;-1,191
"slash";0,009;-1,67;1,657
"slam";1,203;-0,038;-1,191
"skate";1,203;-0,038;-1,191
"sixty";0,009;-0,038;0,01
"situate";-3,636;-1,67;13,436
"sinful";-3,636;3,996;0,01
"silk";4,402;-1,67;-1,191
"sidewalk";-3,636;9,586;-1,191
"shy";0,009;-1,67;1,657
"shutdown";-2,727;-1,252;10,077
"shuffle";0,009;0,814;-1,191
"shreas";0,437;0,022;-0,893
"shovel";0,009;0,814;-1,191
"shout";-0,82;0,814;0,01
"shorten";4,402;-1,67;-1,191
"shipwreck";-3,636;9,586;-1,191
"shingle";3,301;-1,252;-0,893
"shimon";-0,82;3,996;-1,191
"shiite";-3,636;-1,67;13,436
"sharply";3,301;-1,252;-0,893
"shapiro";-3,636;3,996;0,01
"shale";0,009;-0,038;0,01
"sexually";-3,636;0,814;1,657
"seth";-2,727;0,022;3,244
"seronic";0,009;0,814;-1,191
"sergey";4,402;-1,67;-1,191
"sensational";1,203;-1,67;0,01
"sens";-0,82;-1,67;6,132
"semic";4,402;-1,67;-1,191
"selfish";-0,82;0,814;0,01
"segmentation";4,402;-1,67;-1,191
"seamless";4,402;-1,67;-1,191
"scotch";-0,245;2,001;-0,893
"scorecard";-0,82;3,996;-1,191
"scientifically";4,402;-1,67;-1,191
"schwab";0,009;-1,67;1,657
"schmidt";-3,636;9,586;-1,191
"scatter";-0,82;0,814;0,01
"scalia";-3,636;-1,67;13,436
"samara";-0,245;2,001;-0,893
"salvador";-2,727;-1,252;10,077
"salana";0,009;0,814;-1,191
"safeway";-3,636;9,586;-1,191
"russia_s";0,009;-1,67;1,657
"rugby";-2,727;2,001;0,183
"royalty";0,009;0,814;-1,191
"routinely";-0,82;-1,67;6,132
"rouge";3,301;-1,252;-0,893
"rotor";0,437;0,022;-0,893
"rothschild";-0,245;2,001;-0,893
"rotate";3,301;-1,252;-0,893
"ross";-0,245;0,022;0,183
"roller";0,437;0,022;-0,893
"risd";-3,636;9,586;-1,191
"rigorously";-3,636;9,586;-1,191
"rewrite";-0,82;3,996;-1,191
"revenge";-2,727;0,022;3,244
"revelation";-3,636;9,586;-1,191
"retrain";4,402;-1,67;-1,191
"retaliate";-3,636;-1,67;13,436
"restraint";-0,82;3,996;-1,191
"responder";-3,636;9,586;-1,191
"reskilling";1,203;-0,038;-1,191
"repurpose";-0,82;-1,67;6,132
"reprogram";4,402;-1,67;-1,191
"repression";-3,636;-1,67;13,436
"representation";4,402;-1,67;-1,191
"renewal";-3,636;3,996;0,01
"relieve";-3,636;-1,67;13,436
"relentlessly";0,009;0,814;-1,191
"reinvention";0,009;-0,038;0,01
"regression";4,402;-1,67;-1,191
"regenerate";4,402;-1,67;-1,191
"redistribute";1,203;-1,67;0,01
"recur";0,009;-0,038;0,01
"recreation";-3,636;9,586;-1,191
"reconcile";-0,82;3,996;-1,191
"recisions";-3,636;-0,038;6,132
"recipe";0,009;-0,038;0,01
"rebuttable";3,301;-1,252;-0,893
"realiz";0,437;0,022;-0,893
"rapper";-3,636;9,586;-1,191
"rape";-3,636;0,814;1,657
"ranger";-3,636;-0,038;6,132
"ranch";-3,636;9,586;-1,191
"raid";-3,636;-0,038;6,132
"quiver";-0,82;-1,67;6,132
"queue";1,203;-0,038;-1,191
"python";4,402;-1,67;-1,191
"puzzle";4,402;-1,67;-1,191
"pundit";1,203;-0,038;-1,191
"publication";-0,82;3,996;-1,191
"pter";4,402;-1,67;-1,191
"psychedelic";1,203;-0,038;-1,191
"psilocybin";0,009;-1,67;1,657
"prune";1,203;-0,038;-1,191
"proximity";-2,727;7,189;-0,893
"provocative";-3,636;0,814;1,657
"proudly";-3,636;9,586;-1,191
"prone";4,402;-1,67;-1,191
"prolific";0,009;0,814;-1,191
"productively";1,203;-1,67;0,01
"princess";0,009;0,814;-1,191
"prevalent";0,009;0,814;-1,191
"prep";-3,636;9,586;-1,191
"precautionary";1,203;-0,038;-1,191
"prayer";-3,636;3,996;0,01
"prageru";-3,636;-0,038;6,132
"potent";4,402;-1,67;-1,191
"positivity";-0,82;0,814;0,01
"portray";-3,636;3,996;0,01
"popularity";0,437;-1,252;0,183
"populace";-3,636;-1,67;13,436
"pope";-3,636;9,586;-1,191
"poke";-3,636;9,586;-1,191
"poet";-3,636;9,586;-1,191
"po";1,203;-1,67;0,01
"plummet";0,009;-1,67;1,657
"plower";0,009;0,814;-1,191
"plight";-0,82;0,814;0,01
"platoon";4,402;-1,67;-1,191
"platonic";4,402;-1,67;-1,191
"plasticity";4,402;-1,67;-1,191
"pl";4,402;-1,67;-1,191
"pittsburgh";-3,636;9,586;-1,191
"pickup";0,009;0,814;-1,191
"ph";0,009;0,814;-1,191
"petraeus";0,009;-0,038;0,01
"pete";-3,636;3,996;0,01
"persist";0,009;-0,038;0,01
"persians";-0,82;-0,038;1,657
"persecute";-3,636;-1,67;13,436
"pers";4,402;-1,67;-1,191
"perpetual";0,009;-1,67;1,657
"permutation";4,402;-1,67;-1,191
"periodically";1,203;-0,038;-1,191
"penniless";-3,636;9,586;-1,191
"pendulum";1,203;-1,67;0,01
"pel";-3,636;3,996;0,01
"peanut";4,402;-1,67;-1,191
"pbms";4,402;-1,67;-1,191
"patton";-2,727;7,189;-0,893
"paste";4,402;-1,67;-1,191
"passivity";4,402;-1,67;-1,191
"passenger";3,301;-1,252;-0,893
"passage";-0,82;-1,67;6,132
"parliamentary";-3,636;-1,67;13,436
"parliamentarian";-3,636;-1,67;13,436
"parker";1,203;-0,038;-1,191
"paragraph";1,203;-1,67;0,01
"parabolic";4,402;-1,67;-1,191
"panama";-3,636;-1,67;13,436
"palestinian";-3,636;-0,038;6,132
"palate";4,402;-1,67;-1,191
"pakistani";-3,636;-1,67;13,436
"painting";-2,727;2,001;0,183
"paga";-0,82;0,814;0,01
"pa";0,437;0,022;-0,893
"overwrite";3,301;-1,252;-0,893
"overtly";-3,636;3,996;0,01
"oversighted";0,009;-0,038;0,01
"overreach";-0,82;-1,67;6,132
"overplay";-3,636;-1,67;13,436
"overindex";-3,636;9,586;-1,191
"overdrive";-0,245;0,022;0,183
"overdraft";4,402;-1,67;-1,191
"overconfidence";-3,636;9,586;-1,191
"outskirt";-0,82;0,814;0,01
"outsized";1,203;-0,038;-1,191
"outs";4,402;-1,67;-1,191
"outrage";-0,82;-0,038;1,657
"outlaw";0,009;-1,67;1,657
"ounce";1,203;-1,67;0,01
"originate";-3,636;-0,038;6,132
"ordinarily";-0,82;0,814;0,01
"oral";1,203;-0,038;-1,191
"oppressive";-0,82;0,814;0,01
"opioids";-3,636;-1,67;13,436
"operationally";4,402;-1,67;-1,191
"onshoring";4,402;-1,67;-1,191
"omen";-3,636;9,586;-1,191
"omaha";4,402;-1,67;-1,191
"octopus";-3,636;-0,038;6,132
"obsolete";4,402;-1,67;-1,191
"observer";0,009;-1,67;1,657
"o2";4,402;-1,67;-1,191
"null";3,301;-1,252;-0,893
"npcs";-3,636;9,586;-1,191
"notoriously";4,402;-1,67;-1,191
"notorious";-0,82;-0,038;1,657
"notably";0,009;-1,67;1,657
"nominate";-3,636;3,996;0,01
"nickname";-3,636;-1,67;13,436
"nicely";0,009;0,814;-1,191
"newly";-0,82;-0,038;1,657
"netanyahu";-3,636;0,814;1,657
"nell";4,402;-1,67;-1,191
"nebraska";0,009;-0,038;0,01
"nationally";1,203;-0,038;-1,191
"nascent";4,402;-1,67;-1,191
"mythology";-3,636;0,814;1,657
"mp3";4,402;-1,67;-1,191
"motivator";1,203;-0,038;-1,191
"monthly";-0,82;-0,038;1,657
"monolithic";-3,636;3,996;0,01
"monk";0,437;-1,252;0,183
"monastery";-3,636;9,586;-1,191
"molton";-2,727;0,022;3,244
"mole";-0,245;-1,252;3,244
"modality";4,402;-1,67;-1,191
"mjo";3,301;-1,252;-0,893
"misuse";-3,636;-1,67;13,436
"misery";0,009;-1,67;1,657
"mindful";1,203;-1,67;0,01
"mimemetic";-3,636;-0,038;6,132
"milin";-0,82;0,814;0,01
"mig";0,437;0,022;-0,893
"microeconomics";-3,636;-1,67;13,436
"metro";-0,82;0,814;0,01
"mercantalist";-0,82;-1,67;6,132
"mega";4,402;-1,67;-1,191
"mediterranean";-3,636;9,586;-1,191
"medieval";-3,636;0,814;1,657
"meantime";-0,82;3,996;-1,191
"mcconnell";-3,636;-1,67;13,436
"mbas";4,402;-1,67;-1,191
"maximal";1,203;-1,67;0,01
"mattis";0,009;-0,038;0,01
"mate";-0,245;2,001;-0,893
"mat";4,402;-1,67;-1,191
"mason";-3,636;9,586;-1,191
"maslow";-3,636;-0,038;6,132
"marshall";-3,636;9,586;-1,191
"mantra";-3,636;-0,038;6,132
"mantle";-3,636;9,586;-1,191
"maneuverable";4,402;-1,67;-1,191
"manageable";4,402;-1,67;-1,191
"malware";4,402;-1,67;-1,191
"malleable";3,301;-1,252;-0,893
"makeup";-0,82;3,996;-1,191
"magnet";0,437;-1,252;0,183
"magically";1,203;-0,038;-1,191
"mack";-2,727;2,001;0,183
"lucrative";-0,82;0,814;0,01
"lowry";-0,82;3,996;-1,191
"longtime";-3,636;9,586;-1,191
"lob";4,402;-1,67;-1,191
"literacy";-0,82;0,814;0,01
"liquor";0,009;-0,038;0,01
"lip";-0,82;3,996;-1,191
"linkage";3,301;-1,252;-0,893
"lifelong";-0,82;-1,67;6,132
"libya";-3,636;-1,67;13,436
"libertarianism";-2,727;-1,252;10,077
"liberation";-3,636;-0,038;6,132
"lgbt";-2,727;0,022;3,244
"letites";-3,636;-1,67;13,436
"leon";1,203;-0,038;-1,191
"lemon";-3,636;9,586;-1,191
"legendary";-0,82;0,814;0,01
"lefty";-2,727;0,022;3,244
"leftie";-3,636;-1,67;13,436
"ledger";4,402;-1,67;-1,191
"leaf";4,402;-1,67;-1,191
"launchpad";4,402;-1,67;-1,191
"latino";-3,636;-1,67;13,436
"lasic";4,402;-1,67;-1,191
"lale";-3,636;9,586;-1,191
"lag";0,437;-1,252;0,183
"knowledgeable";-3,636;-0,038;6,132
"km";3,301;-1,252;-0,893
"kindness";-3,636;0,814;1,657
"kgb";-3,636;-1,67;13,436
"keynote";0,009;-1,67;1,657
"kerry";-0,82;-0,038;1,657
"kendi";-3,636;3,996;0,01
"keith";0,009;-0,038;0,01
"karma";-3,636;9,586;-1,191
"kansas";-3,636;0,814;1,657
"k12";4,402;-1,67;-1,191
"justin";-3,636;9,586;-1,191
"judgmental";1,203;-0,038;-1,191
"joel";0,009;-0,038;0,01
"ivan";0,437;-1,252;0,183
"issuance";4,402;-1,67;-1,191
"isolation";1,203;-0,038;-1,191
"iphones";4,402;-1,67;-1,191
"ipa";-0,245;0,022;0,183
"involvement";1,203;-0,038;-1,191
"invol";-3,636;-0,038;6,132
"investigator";-2,727;2,001;0,183
"investigative";-3,636;3,996;0,01
"invaluable";4,402;-1,67;-1,191
"intractable";4,402;-1,67;-1,191
"intolerance";0,009;-0,038;0,01
"intersectionality";-3,636;-0,038;6,132
"interplanetary";-0,82;3,996;-1,191
"internalize";1,203;-0,038;-1,191
"interior";-0,82;0,814;0,01
"intelligently";4,402;-1,67;-1,191
"insult";0,009;-0,038;0,01
"institutionalize";-3,636;0,814;1,657
"instill";0,009;-0,038;0,01
"instantiate";4,402;-1,67;-1,191
"instantaneously";1,203;-1,67;0,01
"instal";0,437;0,022;-0,893
"inspector";0,009;-1,67;1,657
"inquire";0,009;0,814;-1,191
"innocuous";-3,636;-1,67;13,436
"inning";1,203;-0,038;-1,191
"inhabit";-0,82;3,996;-1,191
"info";4,402;-1,67;-1,191
"influx";-3,636;-0,038;6,132
"indoctrinate";0,437;0,022;-0,893
"incubator";-3,636;0,814;1,657
"incompetence";-3,636;-0,038;6,132
"incept";1,203;-0,038;-1,191
"incent";-0,82;0,814;0,01
"inaudible";3,301;-1,252;-0,893
"inappropriately";1,203;-1,67;0,01
"imprecise";4,402;-1,67;-1,191
"implode";0,009;0,814;-1,191
"imperative";-0,82;0,814;0,01
"impart";-0,82;0,814;0,01
"ignorant";-3,636;-1,67;13,436
"ieds";4,402;-1,67;-1,191
"ied";-0,245;0,022;0,183
"ideologue";-3,636;-0,038;6,132
"hypocrisy";-3,636;0,814;1,657
"hyperscala";3,301;-1,252;-0,893
"hydrocarbon";3,301;-1,252;-0,893
"hut";4,402;-1,67;-1,191
"hussein";-3,636;3,996;0,01
"hush";-2,727;2,001;0,183
"hungary";-3,636;9,586;-1,191
"hugo";-3,636;-1,67;13,436
"huddle";-0,82;3,996;-1,191
"horror";-3,636;0,814;1,657
"horribly";-0,82;-1,67;6,132
"horizontally";4,402;-1,67;-1,191
"hopkins";-0,82;3,996;-1,191
"hopeless";-3,636;3,996;0,01
"homeward";4,402;-1,67;-1,191
"hometown";-3,636;9,586;-1,191
"homeland";-0,82;-1,67;6,132
"holland";4,402;-1,67;-1,191
"hindi";-2,727;7,189;-0,893
"heuristic";1,203;-1,67;0,01
"hesitant";-3,636;-0,038;6,132
"hemisphere";-3,636;3,996;0,01
"heartbroken";-3,636;9,586;-1,191
"headwind";-0,245;-1,252;3,244
"haul";-0,82;0,814;0,01
"harper";-3,636;9,586;-1,191
"harmony";-0,82;-1,67;6,132
"hardcoded";4,402;-1,67;-1,191
"happily";4,402;-1,67;-1,191
"handicap";-0,82;0,814;0,01
"hallmark";-0,82;-0,038;1,657
"haiti";-3,636;-1,67;13,436
"guantanamo";-3,636;-1,67;13,436
"gt";-0,245;2,001;-0,893
"grove";-0,245;2,001;-0,893
"gritty";4,402;-1,67;-1,191
"greg";-3,636;3,996;0,01
"gratify";-3,636;9,586;-1,191
"grass";1,203;-0,038;-1,191
"granddaughter";0,437;0,022;-0,893
"grain";-0,82;0,814;0,01
"gracious";-0,82;-0,038;1,657
"gpt1";4,402;-1,67;-1,191
"gom";-0,245;0,022;0,183
"godlike";4,402;-1,67;-1,191
"glenn";-2,727;0,022;3,244
"geothermal";3,301;-1,252;-0,893
"gel";-0,245;2,001;-0,893
"geez";0,009;0,814;-1,191
"gdc";3,301;-1,252;-0,893
"gamble";-3,636;-1,67;13,436
"gal";-0,82;-0,038;1,657
"furniture";-3,636;9,586;-1,191
"fullness";4,402;-1,67;-1,191
"fridge";3,301;-1,252;-0,893
"freshw";4,402;-1,67;-1,191
"fremont";-3,636;0,814;1,657
"freeman";-3,636;3,996;0,01
"frankfurt";-3,636;9,586;-1,191
"fragmentation";4,402;-1,67;-1,191
"fracture";4,402;-1,67;-1,191
"fountain";-3,636;9,586;-1,191
"foundry";4,402;-1,67;-1,191
"fork";-0,245;0,022;0,183
"foe";-2,727;0,022;3,244
"flutter";0,437;0,022;-0,893
"flower";1,203;-1,67;0,01
"florida_s";-3,636;9,586;-1,191
"finding";-0,82;-1,67;6,132
"filibuster";-3,636;-1,67;13,436
"fig";4,402;-1,67;-1,191
"fifteen";0,009;0,814;-1,191
"fetch";-0,82;3,996;-1,191
"fertilizer";4,402;-1,67;-1,191
"fearful";-3,636;3,996;0,01
"fatigue";0,437;0,022;-0,893
"fantastically";4,402;-1,67;-1,191
"fanatic";1,203;-1,67;0,01
"fab";0,009;0,814;-1,191
"ey";-0,82;-1,67;6,132
"exportation";0,009;-1,67;1,657
"exploration";-2,727;2,001;0,183
"explicit";1,203;-1,67;0,01
"experiential";4,402;-1,67;-1,191
"expansionary";4,402;-1,67;-1,191
"exemplify";-3,636;-0,038;6,132
"excessive";-3,636;-1,67;13,436
"ew";4,402;-1,67;-1,191
"ethereum";1,203;-0,038;-1,191
"escapable";-3,636;-1,67;13,436
"escalate";0,009;-1,67;1,657
"ers";-0,82;-1,67;6,132
"eradicate";4,402;-1,67;-1,191
"epidemic";-3,636;-0,038;6,132
"epictetus";-3,636;9,586;-1,191
"eo";1,203;-1,67;0,01
"entrepreneurialism";-3,636;3,996;0,01
